	D1	D2	D3	D4	D5	D6	D7	D8	D9
ENSMUSG00000118543	0	0	0	0	0	0	0	0	0
ENSMUSG00000118544	0	0	0	0	0	0	0	0	0
ENSMUSG00000118545	0	0	0	0	0	0	0	0	0
ENSMUSG00000118546	0	0	0	0	0	0	0	0	0
ENSMUSG00000118547	0	0	0	0	0	0	0	0	0
ENSMUSG00000118548	0	0	0	0	0	0	0	0	0
ENSMUSG00000118549	0	0	0	0	0	0	0	0	0
ENSMUSG00000118550	4	3	2	1	3	3	0	0	2
ENSMUSG00000118551	0	0	0	0	1	0	0	0	0
ENSMUSG00000118552	247.226	289.923	337.147	212.273	364.712	472.45	244.596	140.616	239.442
ENSMUSG00000118553	0	0	3	0	0	0	1	0	1
ENSMUSG00000118554	0	0	0	0	0	0	0	0	0
ENSMUSG00000118555	0	0	0	0	1	0	1	0	0
ENSMUSG00000118556	0	0	0	0	0	0	0	0	0
ENSMUSG00000118557	0	0	0	0	0	0	0	0	0
ENSMUSG00000118558	0	0	0	0	0	0	0	0	0
ENSMUSG00000118559	35	28	34	22	30	31	44	36	40
ENSMUSG00000118560	0	0	0	0	0	0	0	0	0
ENSMUSG00000118561	0	0	0	0	0	0	0	0	0
ENSMUSG00000118562	0	0	0	0	0	0	0	0	0
ENSMUSG00000118563	0	0	0	0	0	0	0	0	0
ENSMUSG00000118565	0	0	0	0	0	0	0	0	0
ENSMUSG00000118566	0	0	0	0	0	0	0	0	0
ENSMUSG00000118568	0	0	0	0	0	0	0	0	0
ENSMUSG00000118569	0	0	0	0	0	0	0	0	0
ENSMUSG00000118570	0	0	0	0	0	0	0	0	0
ENSMUSG00000118571	0	0	0	0	0	0	0	0	0
ENSMUSG00000118572	7	8	5	9	7	5	5	4	10
ENSMUSG00000118573	0	0	0	0	0	0	0	0	0
ENSMUSG00000118574	0	0	0	0	0	0	0	0	0
ENSMUSG00000118576	0	0	0	0	0	0	0	0	0
ENSMUSG00000118578	1	0	2	0	1	0	1	2	1
ENSMUSG00000118579	0	0	0	0	0	0	0	0	0
ENSMUSG00000118580	0	0	0	0	0	0	0	0	0
ENSMUSG00000118581	0	2	2	0	1	1	0	0	0
ENSMUSG00000118582	0	0	0	0	0	0	0	0	0
ENSMUSG00000118583	0	0	0	0	0	0	0	0	0
ENSMUSG00000118584	0	0	0	0	0	0	0	0	0
ENSMUSG00000118585	0	0	0	0	0	0	0	0	0
ENSMUSG00000118586	0	0	0	0	0	0	0	0	0
ENSMUSG00000118587	0	0	0	0	0	0	0	0	0
ENSMUSG00000118588	0	0	0	0	0	0	2	0	2
ENSMUSG00000118589	0	0	0	0	0	0	0	0	0
ENSMUSG00000118590	3.533	1	3.244	2.805	9.2	7	12.642	4.595	5.565
ENSMUSG00000118591	2.467	0	3.958	1.195	4.208	0	0	3.1	1.785
ENSMUSG00000118592	0	0	0	0	0	0	0	0	0
ENSMUSG00000118593	0	0	0	0	0	0	0	0	0
ENSMUSG00000118594	0	0	0	0	0	0	0	0	0
ENSMUSG00000118595	0	0	0	0	0	0	0	0	0
ENSMUSG00000118596	0	0	0	0	0	0	0	0	0
ENSMUSG00000118597	0	0	0	0	0	0	0	0	0
ENSMUSG00000118598	0	0	0	0	0	0	0	0	0
ENSMUSG00000118599	0	0	0	0	0	0	0	0	0
ENSMUSG00000118600	0	0	0	0	0	0	0	0	0
ENSMUSG00000118601	0	0	0	0	0	0	0	0	0
ENSMUSG00000118602	0	0	0	0	0	0	0	0	0
ENSMUSG00000118603	0	0	0	0	0	0	0	0	0
ENSMUSG00000118604	0	0	0	0	0	0	0	0	0
ENSMUSG00000118605	0	0	0	0	0	0	0	0	0
ENSMUSG00000118606	0	0	0	0	0	0	0	0	0
ENSMUSG00000118607	0	0	0	0	0	0	0	0	0
ENSMUSG00000118608	0	0	0	0	0	0	0	0	0
ENSMUSG00000118609	0	0	0	0	0	0	0	0	0
ENSMUSG00000118610	0	0	0	0	0	0	0	0	0
ENSMUSG00000118611	0	0	0	0	0	0	0	0	0
ENSMUSG00000118612	0	0	0	0	0	0	0	0	0
ENSMUSG00000118613	0	0	0	0	0	0	1	0	0
ENSMUSG00000118614	0	0	0	0	0	0	0	0	0
ENSMUSG00000118615	0	0	0	0	0	0	0	0	0
ENSMUSG00000118616	0	0	0	0	0	0	0	0	0
ENSMUSG00000118617	0	0	0	0	0	0	0	0	0
ENSMUSG00000118618	0	0	0	0	2.155	0	0	0	0
ENSMUSG00000118619	0	0	0	1	1	1	2	0	0
ENSMUSG00000118620	0	0	0	0	0	0	0	0	0
ENSMUSG00000118621	0	0	0	0	0	0	0	0	0
ENSMUSG00000118622	0	0	0	0	0	0	0	0	0
ENSMUSG00000118623	2	0	0	0	0	0	0	0	0
ENSMUSG00000118624	0	0	0	0	0	0	0	0	0
ENSMUSG00000118625	0	0	0	0	0	0	0	0	0
ENSMUSG00000118626	0	0	0	1	0	0	0	0	0
ENSMUSG00000118627	8.807	5	8	10.898	19	17	7	14	16.57
ENSMUSG00000118628	0	0	0	0	0	0	0	0	0
ENSMUSG00000118629	0	0	0	0	0	0	0	0	0
ENSMUSG00000118630	0	0	0	0	0	0	0	0	0
ENSMUSG00000118631	0	1	0	0	0	0	1	0	0
ENSMUSG00000118632	2.123	1.051	2	1	1.107	4.536	6.529	2	2.099
ENSMUSG00000118633	0	0	0	0	0	0	0	0	0
ENSMUSG00000118634	0	0	0	0	0	0	0	0	0
ENSMUSG00000118635	0	0	0	0	0	0	0	0	0
ENSMUSG00000118636	0	0	0	0	0	0	0	0	0
ENSMUSG00000118637	0	0	0	0	0	0	0	0	0
ENSMUSG00000118638	0	0	0	0	2	0	0	0	0
ENSMUSG00000118639	0	0	0	0	0	0	0	0	0
ENSMUSG00000118640	0	0	0	0	0	0.5	0	0	0
ENSMUSG00000118641	0	0	0	0	0	0	0	0	0
ENSMUSG00000118642	6	5	7	9	5	8	3	8	10
ENSMUSG00000118644	0	0	0	0	0	0	0	0	0
ENSMUSG00000118645	0	0	0	0	0	0	0	0	0
ENSMUSG00000118646	0	0	0	0	0	0	0	0	0
ENSMUSG00000118647	0	0	0	0	0	0	0	0	0
ENSMUSG00000118648	0	0	0	0	0	0	0	0	0
ENSMUSG00000118649	0	0	0	0	0	0	0	0	0
ENSMUSG00000118650	0	0	0	0	0	0	0	0	0
ENSMUSG00000118651	5	9	4	9	7	13	14	2	7
ENSMUSG00000118652	0	0	0	0	0	0	0	0	0
ENSMUSG00000118653	375.674	441.885	507.535	299.305	409.47	590.193	341.942	231.714	384.568
ENSMUSG00000118654	0	0	0	0	0	0	0	0	0
ENSMUSG00000118656	0	0	0	0	0	0	0	0	0
ENSMUSG00000118657	0	0	0	0	0	0	0	0	0
ENSMUSG00000118658	0	0	0	0	0	0	0	0	0
ENSMUSG00000118659	0	0	0	0	0	0	0	0	0
ENSMUSG00000118660	0	0	0	0	0	0	0	0	0
ENSMUSG00000118661	0	0	0	0	0	0	0	0	0
ENSMUSG00000118662	588	495	547	442	562.001	544	623	378	570
ENSMUSG00000118663	724	693	775	337	483	437	340	192	292
ENSMUSG00000118664	6274	5588	6526	4443.999	6017	5505.001	5967	4124	6216
ENSMUSG00000118665	2800	2514	2831	1814.999	2383	2076	2464.001	1740	2543
ENSMUSG00000118666	0	0	0	0	0	0	0	0	0
ENSMUSG00000118667	66	63	58	101	163	139	243	148	181
ENSMUSG00000118668	5282.025	4812.963	5291.059	4177.124	5864.244	5578.794	5614.764	3838	5812.219
ENSMUSG00000118669	1090	955	1081	634	863	738	890.999	587.999	869
ENSMUSG00000118670	0	0	0	0	0	0	0	0	0
ENSMUSG00000118671	4	1	0	4	4	4	4	2	6
ENSMUSG00000118672	0	0	1	0	0	1	0	0	1
ENSMUSG00000118674	0	0	0	0	0	0	0	0	0
ENSMUSG00000118675	0	0	0	0	0	0	0	0	0
ENSMUSG00000118676	0	0	0	0	0	0	0	0	0
ENSMUSG00000118677	0	0	0	0	0	0	0	0	0
ENSMUSG00000118678	0	0	0	0	0	0	0	0	0
ENSMUSG00000118680	0	0	0	0	0	0	0	0	0
ENSMUSG00000118681	0	0	0	0	0	0	0	0	0
ENSMUSG00000118687	0	0	0	0	0	0	0	0	0
ENSMUSG00000118688	0	0	0	0	0	0	0	0	0
ENSMUSG00000118690	0	0	0	0	0	0	0	0	0
ENSMUSG00000118692	0	0	0	0	0	0	0	0	0
ENSMUSG00000118694	0	0	0	0	0	0	0	0	0
ENSMUSG00000118695	0	0	0	0	0	0	0	0	0
ENSMUSG00000118696	0	0	0	0	0	0	0	0	0
ENSMUSG00000118697	0	0	0	0	0	0	0	0	0
ENSMUSG00000118698	0	0	1	0.333	0	0	0	0	0
ENSMUSG00000118699	0	0	0	0	0	0	0	0	0
ENSMUSG00000118700	0	0	0	0	0	0	0	0	0
ENSMUSG00000118701	0	0	0	0	0	0	0	0	0
ENSMUSG00000118703	0	0	0	0	0	0	0	0	0
ENSMUSG00000118706	0	0	0	0	0	0	0	0	0
ENSMUSG00000118708	0	0	0	0	0	0	0	0	0
ENSMUSG00000118710	0	0	0	0	0	0	0	0	0
ENSMUSG00000118711	0	0	0	0	0	0	0	0	0
ENSMUSG00000118712	0	0	0	0	0	0	0	0	0
ENSMUSG00000118714	0	0	0	0	0	0	0	0	0
ENSMUSG00000118715	0	0	0	0	0	0	0	0	0
ENSMUSG00000118716	0	0	0	0	0	0	0	0	0
ENSMUSG00000118717	0	0	0	0	0	0	0	0	0
ENSMUSG00000118718	0	0.2	1.25	0.25	1.667	0.25	0	0	0
ENSMUSG00000118719	0	0	0	0	0	0	0	0	0
ENSMUSG00000118720	0	0	0	0	0	0	0	0	0
ENSMUSG00000118721	0	0	0	0	0	0	0	0	0
ENSMUSG00000118723	0	0	0	0	0	0	0	0	0
ENSMUSG00000118725	0	0	0	0	0	0	0	0	0
ENSMUSG00000118726	0	0	0	0	0	0	0	0	0
ENSMUSG00000118727	0	0	0	0	0	0	0	0	0
ENSMUSG00000118728	0	0	0	0	0	0	0	0	0
ENSMUSG00000118729	0	0	0	0	0	0	0	0	0
ENSMUSG00000118730	0	0	0	0	0	0	0	0	0
ENSMUSG00000118731	0	0	0	0	0	0	0	0	0
ENSMUSG00000118732	0	0	0	0	0	0	0	0	0
ENSMUSG00000118733	0	0	0	0	0	0	0	0	0
ENSMUSG00000118734	0	0	0	0	0	0	0	0	0
ENSMUSG00000118735	0	0	0	0	0	0	0	0	0
ENSMUSG00000118736	0	0	0	0	0	0	0	0	0
ENSMUSG00000118737	0	0	0	0	0	0	0	0	0
ENSMUSG00000118738	0	0	0	0	0	0	0	0	0
ENSMUSG00000118741	0	0	0	0	0	0	0	0	0
ENSMUSG00000118743	0	0	0	0	0	0	0	0	0
ENSMUSG00000118744	0	0	0	0	0	0	0	0	0
ENSMUSG00000118746	0	0	0	0	0	0	0	0	0
ENSMUSG00000118747	0	0	0	0	0	0	0	0	0
ENSMUSG00000118748	0	0	0	0	0	0	0	0	0
ENSMUSG00000118751	0	0.667	0	0	0.5	0	0	0	0
ENSMUSG00000118753	0	0	0	0	0	0	0	0	0
ENSMUSG00000118755	0	0	0	0	0	0	0	0	0
ENSMUSG00000118756	0	0	0	0	0	0	0	0	0
ENSMUSG00000118757	0	0	0	0	0	0	0	0	0
ENSMUSG00000118759	0	0	0	0	0	0	0	0	0
ENSMUSG00000118760	0	0	0	0	0	0	0	0	0
ENSMUSG00000118761	0	0	0	0	0	0	0	0	0
ENSMUSG00000118762	0	0	0	0	0	0	0	0	0
ENSMUSG00000118763	0	0	0	0	0	0	0	0	0
ENSMUSG00000118764	0	0	0	0	0	0	0	0	0
ENSMUSG00000118768	0	0	0	0	0	0	0	0	0
ENSMUSG00000118769	0	0	0	0	0	0	0	0	0
ENSMUSG00000118770	0	0	0	0	0	0	0	0	0
ENSMUSG00000118772	0	0	0	0	0	0	0	0	0
ENSMUSG00000118773	0	0	0	0	0	0	0	0	0
ENSMUSG00000118776	0	0	0	0	0	0	0	0	0
ENSMUSG00000118777	0	0	0	0	0	0	0	0	0
ENSMUSG00000118778	0	0	0	0	0	0	0	0	0
ENSMUSG00000118779	0	0	0	0	0	0	0	0	0
ENSMUSG00000118780	0	0	0	0	0	0	0	0	0
ENSMUSG00000118781	0	0	0	0	0	0	0	0	0
ENSMUSG00000118782	0	0	0	0	0	0	0	0	0
ENSMUSG00000118786	0	0	0	0	0	0	0	0	0
ENSMUSG00000118787	0	0	0	0	0	0	0	0	0
ENSMUSG00000118788	0	0	0	0	0	0	0	0	0
ENSMUSG00000118789	0	0	0	0	0	0	0	0	0
ENSMUSG00000118790	0	0	0	0	0	0	3	0	0
ENSMUSG00000118792	0	0	0	0	0	0	0	0	0
ENSMUSG00000118793	0	0	0	0	0	0	0	0	0
ENSMUSG00000118795	0	0	0	0	0	0	0	0	0
ENSMUSG00000118796	0	0	0	0	0	0	0	0	0
ENSMUSG00000118798	0	0	0	0	0	0	0	0	0
ENSMUSG00000118799	0	0	0	0	0	0	0	0	0
ENSMUSG00000118803	0	0	0	0	0	0	0	0	0
ENSMUSG00000118804	0	0	0	0	0	0	0	0	0
ENSMUSG00000118807	0	0	0	0	0	0	0	0	0
ENSMUSG00000118809	0	0	0	0	0	0	0	0	0
ENSMUSG00000118810	0	0	0	0	0	0	0	0	0
ENSMUSG00000118811	0	0	0	0	0	0	0	0	0
ENSMUSG00000118813	0	0	0	0	0	0	0	0	0
ENSMUSG00000118814	0	0	0	0	0	0	0	0	0
ENSMUSG00000118815	0	0.667	0	0	0.5	0	0	0	0
ENSMUSG00000118816	0	0	0	0	0	0	0	0	0
ENSMUSG00000118820	0	0	0	0	0	0	0	0	0
ENSMUSG00000118824	0	0	0	0	0	0	0	0	0
ENSMUSG00000118825	0	0	0	0	0	0	0	0	0
ENSMUSG00000118827	0	0	0	0	0	0	0	0	0
ENSMUSG00000118828	0	0	0	0	0	0	0	0	0
ENSMUSG00000118829	0	0	0	0	0	0	0	0	0
ENSMUSG00000118832	0	0	0	0	0	0	0	0	0
ENSMUSG00000118833	0	0	0	0	0	0	0	0	0
ENSMUSG00000118834	0	0	0	0	0	0	0	0	0
ENSMUSG00000118836	0	0	0	0	0	0	0	0	0
ENSMUSG00000118837	0	0.2	1.25	0.25	1.667	0.25	0	0	0
ENSMUSG00000118838	0	0	0	0	0	0	0	0	0
ENSMUSG00000118839	0	0	0	0	0	0	0	0	1
ENSMUSG00000118841	0	12.482	92.498	94.635	82.159	10.392	0	0	18.935
ENSMUSG00000118842	0	0	0	0	0	0	0	0	0
ENSMUSG00000118845	0	0	0	0	0	0	0	0	0
ENSMUSG00000118846	0	0	0	0	0	0	0	0	0
ENSMUSG00000118848	0	0	0	0	0	0	0	0	0
ENSMUSG00000118852	0	0	0	0	0	0	0	0	0
ENSMUSG00000118853	0	0	0	0	0	0	0	0	0
ENSMUSG00000118855	0	0	0	0	0	0	0	0	0
ENSMUSG00000118856	0	0	0	0	0	0	0	0	0
ENSMUSG00000118857	0	0	0	0	0	0	0	0	0
ENSMUSG00000118858	0	0	0	0	0	0	0	0	0
ENSMUSG00000118859	0	0.2	0	0.25	0	0	1	0	0
ENSMUSG00000118860	0	0	0	0	0	0	0	0	0
ENSMUSG00000118861	0	0	0	0	0	0	0	0	0
ENSMUSG00000118864	1	0.667	0.2	0	0.5	0	0	0	0.2
ENSMUSG00000118865	0	0	0	0	0	0	0	0	0
ENSMUSG00000118866	63.98	97.518	266.472	21.365	243.841	125.503	332.988	147.93	131.065
ENSMUSG00000118867	0	0	0	0	0	0	0	0	0
ENSMUSG00000118868	0	0	0	0	0	0	0	0	0
ENSMUSG00000118870	0	0	0	0	0	0	0	0	0
ENSMUSG00000118871	0	0	0	0	0	0	0	0	0
ENSMUSG00000118872	0	0	0	0	0	0	0	0	0
ENSMUSG00000118873	0	0	0	0	0	0	0	0	0
ENSMUSG00000118876	0	0	0	0	0	0	0	0	0
ENSMUSG00000118877	0	0	0	0	0	0	0	0	0
ENSMUSG00000118878	0	0	0	0	0	0	0	0	0
ENSMUSG00000118879	0	0	0	0	0	0	0	0	0
ENSMUSG00000118880	0	0	0	0	0	0	0	0	0
ENSMUSG00000118881	0	0	0	0	0	0	0	0	0
ENSMUSG00000118883	0	0	0	0	0	0	0	0	0
ENSMUSG00000118885	0	0	0	0	0	0	0	0	0
ENSMUSG00000118886	0	0	0	0	0	0	0	0	0
ENSMUSG00000118888	0	0	0	0	0	0	0	0	0
ENSMUSG00000118889	0	0	0	0	0	0	0	0	0
ENSMUSG00000118890	0	0	0	0	0	0	0	0	0
ENSMUSG00000118894	0	0	0	0	0	0	0	0	0
ENSMUSG00000118897	0	0	0	0	0	0	0	0	0
ENSMUSG00000118898	0	0	0	0	0	0	0	0	0
ENSMUSG00000118899	0	0	0	0	0	0	0	0	0
ENSMUSG00000118900	0	0	0	0	0	0	0	0	0
ENSMUSG00000118901	0	0	0	0	0	0	0	0	0
ENSMUSG00000118902	0	0	0	0	0	0	0	0	0
ENSMUSG00000118903	0	0	0	0	0	0	0	0	0
ENSMUSG00000118904	0	0	0	0	0	0	0	0	0
ENSMUSG00000118905	0	0	0	0	0	0	0	0	0
ENSMUSG00000118906	0	0	0	0	0	0	0	0	0
ENSMUSG00000118907	0	0	0	0	0	0	0	0	0
ENSMUSG00000118908	0	0	0	0	0	0	0	0	0
ENSMUSG00000118909	0	0	0	0	0	0	0	0	0
ENSMUSG00000118910	0	0	0	0	0	0	0	0	0
ENSMUSG00000118911	0	0	0	0	0	0	0	0	0
ENSMUSG00000118912	0	0	0	0	0	0	0	0	0
ENSMUSG00000118913	0	0	0	0	0	0	0	0	0
ENSMUSG00000118914	0	0	0	0	0	0	0	0	0
ENSMUSG00000118915	0	0	0	0	0	0	0	0	0
ENSMUSG00000118916	0	0	0	0	0	0	0	0	0
ENSMUSG00000118917	0	0	0	0	0	0	0	0	0
ENSMUSG00000118918	0	0	0	0	0	0	0	0	0
ENSMUSG00000118919	0	0	0	0	0	0	0	0	0
ENSMUSG00000118920	0	0	0	0	0	0	0	0	0
ENSMUSG00000118922	0	0	0	0	0	0	0	0	0
ENSMUSG00000118923	0	0	0	0	0	0	0	0	0
ENSMUSG00000118924	0	0	0	0	0	0	0	0	0
ENSMUSG00000118925	0	0	0	0	0	0	0	0	0
ENSMUSG00000118926	0	0	0	0	0	0	0	0	0
ENSMUSG00000118928	0	0	0	0	0	0	0	0	0
ENSMUSG00000118930	0	0	0	0	0	0	0	0	0
ENSMUSG00000118933	0	0	0	0	0	0	0	0	0
ENSMUSG00000118934	0	0	0	0	0	0	0	0	0
ENSMUSG00000118936	0	0	0	0.333	0	0	0	0	0
ENSMUSG00000118937	0	0	0	0	0	0	0	0	0
ENSMUSG00000118939	0	0	0	0	0	0	0	0	0
ENSMUSG00000118941	0	0	0	0	0	0	0	0	0
ENSMUSG00000118943	0	0	0	0	0	0	0	0	0
ENSMUSG00000118945	0	0	0	0	0	0	0	0	0
ENSMUSG00000118946	0	0	0	0	0	0	0	0	0
ENSMUSG00000118948	0	0	0	0	0	0	0	0	0
ENSMUSG00000118952	0	0	0	0	0	0	0	0	0
ENSMUSG00000118955	0	0	0	0	0	0	0	0	0
ENSMUSG00000118956	0	0	0	0	0	0	0	0	0
ENSMUSG00000118957	0	0	0	0	0	0	0	0	0
ENSMUSG00000118960	0	0	0	0	0	0	0	0	0
ENSMUSG00000118963	0	0	0	0	0	0	0	0	0
ENSMUSG00000118965	0	0	0	0	0	0	0	0	0
ENSMUSG00000118966	0	0	0	0	0	0	0	0	0
ENSMUSG00000118967	0	0	0	0	0	0	0	0	0
ENSMUSG00000118968	0	0	0	0	0	0	0	0	0
ENSMUSG00000118969	0	0	0	0	0	0	0	0	0
ENSMUSG00000118970	0	0	0	0	0	0	0	0	0
ENSMUSG00000118971	0	0	0	0	0	0	0	0	0
ENSMUSG00000118972	0	0	0	0	0	0	0	0	0
ENSMUSG00000118975	0	0	0	0	0	0	0	0	0
ENSMUSG00000118976	0	0	0	0	0	0	0	0	0
ENSMUSG00000118977	0	0	0	0	0	0	0	0	0
ENSMUSG00000118978	0	0	0	0	0	0	0	0	0
ENSMUSG00000118979	0	0	0	0	0	0	0	0	0
ENSMUSG00000118981	0	0	0	0	0	0	0	0	0
ENSMUSG00000118983	0	0	0	0	0	0	0	0	0
ENSMUSG00000118984	0	0	0	0	0	0	0	0	0
ENSMUSG00000118991	0	0	0	0	0	0	0	0	0
ENSMUSG00000118995	0	0	0	0	0	0	0	0	0
ENSMUSG00000118996	0	0	0	0	0	0	0	0	0
ENSMUSG00000118997	0	0	0	0	0	0	0	0	0
ENSMUSG00000118998	0	0	0	0	0	0	0	0	0
ENSMUSG00000118999	0	0	0	0	0	0	0	0	0
ENSMUSG00000119001	0	0	0	0	0	0	0	0	0
ENSMUSG00000119002	0	0	0	0	0	0	0	0	0
ENSMUSG00000119004	0	0	0	0	0	0	0	0	0
ENSMUSG00000119005	0	0	0	0	0	0	0	0	0
ENSMUSG00000119006	0	0	0	0	0	0	0	0	0
ENSMUSG00000119009	0	0	0	0	0	0	0	0	0
ENSMUSG00000119010	0	0	0	0	0	0	0	0	0
ENSMUSG00000119011	0	1	0	0	0	0	0	0	0
ENSMUSG00000119012	0	0	0	0	0	0	0	0	0
ENSMUSG00000119013	0	0	0	0	0	0	0	0	0
ENSMUSG00000119014	0	0	0	0	0	0	0	0	0
ENSMUSG00000119015	0	0	0	0	0	0	0	0	0
ENSMUSG00000119019	0	0	0	0	0	0	0	0	0
ENSMUSG00000119020	0	0	0	0	0	0	0	0	0
ENSMUSG00000119021	0	0	0	0	0	0	0	0	0
ENSMUSG00000119023	0	0	0	0	0	0	0	0	0
ENSMUSG00000119024	0	0	0	0	0	0	0	0	0
ENSMUSG00000119025	0	0	0	0	0	0	0	0	0
ENSMUSG00000119029	0	0	0	0	1	0	0	0	0
ENSMUSG00000119030	0	0	0	0	0	0	0	0	0
ENSMUSG00000119031	0	0	0	0	0	0	0	0	0
ENSMUSG00000119032	0	0	0	0	0	0	0	0	0
ENSMUSG00000119033	0	0	0	0	0	0	0	0	0
ENSMUSG00000119035	0	0	0	0	0	0	0	0	0
ENSMUSG00000119036	0	0	0	0	0	0	0	0	0
ENSMUSG00000119038	0	0	0	0	0	0	0	0	0
ENSMUSG00000119039	0	0	0	0	0	0	0	0	0
ENSMUSG00000119040	0	0	0	0	0	0	0	0	0
ENSMUSG00000119041	0	0	0	0	0	0	0	0	0
ENSMUSG00000119042	0	0	0	0	0	0	0	0	0
ENSMUSG00000119044	0	0	0	0	0	0	0	0	0
ENSMUSG00000119045	0	0	0	0	0	0	0	0	0
ENSMUSG00000119047	0	0	0	0	0	0	0	0	0
ENSMUSG00000119048	0	0	0	0	0	0	0	0	0
ENSMUSG00000119049	0	0	0	0	0	0	0	0	0
ENSMUSG00000119051	0	0	0	0	0	0	0	0	0
ENSMUSG00000119052	0	0	0	0	0	0	0	0	0
ENSMUSG00000119053	0	0	0	0	0	0	0	0	0
ENSMUSG00000119055	0	0	0	0	0	0	0	0	0
ENSMUSG00000119056	0	0	0	0	0	0	0	0	0
ENSMUSG00000119057	0	0	0	0	0	0	0	0	0
ENSMUSG00000119058	0	0	0	0	0	0	0	0	0
ENSMUSG00000119061	0	0	0	0	0	0	0	0	0
ENSMUSG00000119062	0	0	0	0	0	0	0	0	0
ENSMUSG00000119063	0	0	0	0	0	0	0	0	0
ENSMUSG00000119065	0	0	0	0	0	0	0	0	0
ENSMUSG00000119068	0	0	0	0	0	0	0	0	0
ENSMUSG00000119069	0	0	0	0	0	0	0	0	0
ENSMUSG00000119071	0	0	0	0	0	0	0	0	0
ENSMUSG00000119072	0	0	0	0	0	0	0	0	0
ENSMUSG00000119073	0	0	0	0	0	0	0	0	0
ENSMUSG00000119074	0	0	0	0	0	0	0	0	0
ENSMUSG00000119078	0	0	0	0	0	0	0	0	0
ENSMUSG00000119079	0	0	0	0	0	0	0	0	0
ENSMUSG00000119080	0	0	0	0	0	0	0	0	0
ENSMUSG00000119082	0	0	0	0	0	0	0	0	0
ENSMUSG00000119084	0	0	0	0	0	0	0	0	0
ENSMUSG00000119085	0	0	0	0	0	0	0	0	0
ENSMUSG00000119086	0	0	0	0	0	0	0	0	0
ENSMUSG00000119087	0	0	0	0	0	0	0	0	0
ENSMUSG00000119088	0	0	0	0	0	0	0	0	0
ENSMUSG00000119089	0	0	0	0	0	0	0	0	0
ENSMUSG00000119090	0	0	0	0	0	0	0	0	0
ENSMUSG00000119091	0	0	0	0	0	0	0	0	0
ENSMUSG00000119092	0	0	0	0	0	0	0	0	0
ENSMUSG00000119093	0	0	0	0	0	0	0	0	0
ENSMUSG00000119095	0	0	0	0	0	0	0	0	0
ENSMUSG00000119097	0	0	0	0	0	0	0	0	0
ENSMUSG00000119098	0	0	0	0	0	0	0	0	0
ENSMUSG00000119100	0	0	0	0	0	0	0	0	0
ENSMUSG00000119101	0	0	0	0	0	0	0	0	0
ENSMUSG00000119104	0	0	0	0	0	0	0	0	0
ENSMUSG00000119105	0	0	0	0	0	0	0	0	0
ENSMUSG00000119106	0	0	0	0	0	0	0	0	0
ENSMUSG00000119108	0	0	0	0	0	0	0	0	0
ENSMUSG00000119111	0	0	0	0	0	0	0	0	0
ENSMUSG00000119112	0	0	0	0	0	0	0	0	0
ENSMUSG00000119114	0	0	0	0	0	0	0	0	0
ENSMUSG00000119115	0	0	0	0	0	0	0	0	0
ENSMUSG00000119117	0	0	0	0	0	0	0	0	0
ENSMUSG00000119118	0	0	0	0	0	0	0	0	0
ENSMUSG00000119119	0	0	0	0	0	0	0	0	0
ENSMUSG00000119121	0	0	0	0	0	0	0	0	0
ENSMUSG00000119122	0	0	0	0	0	0	0	0	0
ENSMUSG00000119124	0	0	0	0	0	0	0	0	0
ENSMUSG00000119125	0	0	0	0	0	0	0	0	0
ENSMUSG00000119126	0	0	0	0	0	0	0	0	0
ENSMUSG00000119127	0	0	0	0	0	0	0	0	0
ENSMUSG00000119128	0	0	0	0	0	0	0	0	0
ENSMUSG00000119129	0	0	0	0	0	0	0	0	0
ENSMUSG00000119130	0	0	0	0	0	0	0	0	0
ENSMUSG00000119131	0	0	0	0	0	0	0	0	0
ENSMUSG00000119132	0	1	0	0	0	1	0	0	0
ENSMUSG00000119133	0	0	0	0	0	0	0	0	0
ENSMUSG00000119136	0	0	0	0	0	0	0	0	0
ENSMUSG00000119137	0	0	0	0	0	0	0	0	0
ENSMUSG00000119139	0	0	0	0	0	0	0	0	0
ENSMUSG00000119140	0	0	0	0	0	0	0	0	0
ENSMUSG00000119141	0	0	0	0	0	0	0	0	0
ENSMUSG00000119142	0	0	0	0	0	0	0	0	0
ENSMUSG00000119143	0	0	0	0	0	0	0	0	0
ENSMUSG00000119144	0	0	0	0	0	0	0	0	0
ENSMUSG00000119145	0	0	0	0	0	0	0	0	0
ENSMUSG00000119148	0	0	0	0	0	0	0	0	0
ENSMUSG00000119149	0	0	0	0	0	0	0	0	0
ENSMUSG00000119150	0	0	0	0	0	0	0	0	0
ENSMUSG00000119153	0	0	0	0	0	0	0	0	0
ENSMUSG00000119155	0	0	0	0	0	0	0	0	0
ENSMUSG00000119157	0	0	0	0	0	0	0	0	0
ENSMUSG00000119159	0	0	0	0	0	0	0	0	0
ENSMUSG00000119160	0	0	0	0	0	0	0	0	0
ENSMUSG00000119161	0	0	0	0	0	0	0	0	0
ENSMUSG00000119162	0	0	0	0	0	0	0	0	0
ENSMUSG00000119163	0	0	0	0	0	0	0	0	0
ENSMUSG00000119166	0	0	0	0	0	0	0	0	0
ENSMUSG00000119168	0	0	0	0	0	0	0	0	0
ENSMUSG00000119170	0	0	0	0	0	0	0	0	0
ENSMUSG00000119171	0	0	0	0	0	0	0	0	0
