Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000020878	Lrrc46	11	-	96925428	96932233	5.863024	0.712681	1.518187
ENSMUSG00000081860	Gm11533	11	+	96927833	96928309	1.910312	0.232208	0.494661
ENSMUSG00000001445	Mrpl10	11	+	96932386	96940039	511.212987	62.140608	132.374832
ENSMUSG00000085262	Gm11574	11	-	96939517	96942258	0.392785	0.047745	0.101709
ENSMUSG00000038534	Osbpl7	11	+	96941454	96959730	10.882032	2.099465	4.472378
ENSMUSG00000098769	Mir8103	11	+	96954594	96954700	0.000000	0.000000	0.000000
ENSMUSG00000084068	Gm11573	11	+	96987759	96988152	0.000000	0.000000	0.000000
ENSMUSG00000001444	Tbx21	11	-	96988897	97006157	0.000000	0.000000	0.000000
ENSMUSG00000084368	Gm11572	11	-	97007622	97007741	0.000000	0.000000	0.000000
ENSMUSG00000038517	Tbkbp1	11	-	97026997	97042321	3.665660	0.723169	1.540528
ENSMUSG00000099286	Mir7235	11	-	97037190	97037245	0.000000	0.000000	0.000000
ENSMUSG00000001440	Kpnb1	11	-	97050540	97078707	872.390944	119.588861	254.753789
ENSMUSG00000084936	Gm11583	11	+	97051816	97052501	0.041711	0.005070	0.010801
ENSMUSG00000121247	Gm57404	11	+	97078523	97080165	15.625410	1.899350	4.046085
ENSMUSG00000049807	Arhgap23	11	+	97306359	97393228	48.317454	15.842657	33.748769
ENSMUSG00000047988	4933428G20Rik	11	-	97381609	97391166	0.162025	0.019695	0.041955
ENSMUSG00000038453	Srcin1	11	-	97400166	97467012	0.474241	0.137485	0.292877
ENSMUSG00000087042	Gm11611	11	-	97410438	97412721	1.464555	0.178024	0.379236
ENSMUSG00000001441	Npepps	11	-	97096668	97171464	222.789171	49.270526	104.958380
ENSMUSG00000086680	Gm11592	11	+	97170954	97173723	0.504869	0.061369	0.130732
ENSMUSG00000119952	Gm31005	11	-	97192965	97201105	0.000000	0.000000	0.000000
ENSMUSG00000120452	Gm57342	11	+	97200440	97201216	1.149292	0.139702	0.297601
ENSMUSG00000018882	Mrpl45	11	+	97206542	97220746	296.470723	38.501855	82.018453
ENSMUSG00000081958	Gm11594	11	-	97213154	97213315	0.000000	0.000000	0.000000
ENSMUSG00000070337	Gpr179	11	-	97222935	97242903	0.296164	0.037262	0.079377
ENSMUSG00000038485	Socs7	11	+	97253261	97289368	56.523985	7.610546	16.212341
ENSMUSG00000061718	Ppp1r1b	11	+	98239230	98248622	0.296285	0.117242	0.249755
ENSMUSG00000085944	1700003D09Rik	11	-	98241544	98249109	0.000000	0.000000	0.000000
ENSMUSG00000018167	Stard3	11	+	98249194	98271938	53.049480	11.599829	24.710498
ENSMUSG00000007877	Tcap	11	+	98274637	98275779	0.502110	0.061034	0.130018
ENSMUSG00000038208	Pgap3	11	-	98279503	98291316	17.077279	2.848053	6.067056
ENSMUSG00000062312	Erbb2	11	+	98303296	98328542	85.451440	10.804866	23.017031
ENSMUSG00002076412	Gm54986	11	-	98314116	98314206	0.000000	0.000000	0.000000
ENSMUSG00000002580	Mien1	11	-	98328534	98329817	402.417890	48.915996	104.203144
ENSMUSG00000084835	Gm12352	11	+	98328863	98329872	3.320827	0.403664	0.859904
ENSMUSG00000017195	Zpbp2	11	+	98441923	98449491	0.000000	0.000000	0.000000
ENSMUSG00000038150	Ormdl3	11	-	98472082	98478194	237.219780	28.835303	61.426312
ENSMUSG00000078134	Srsf3-ps	11	-	98515177	98516487	43.817178	5.326207	11.346135
ENSMUSG00000017204	Gsdma	11	+	98555177	98568534	0.000000	0.000000	0.000000
ENSMUSG00000038067	Csf3	11	+	98592089	98594455	9.640481	1.171851	2.496331
ENSMUSG00000017221	Psmd3	11	+	98573380	98586805	431.032814	120.035866	255.706019
ENSMUSG00000085955	Gm12356	11	-	98573747	98574241	0.000000	0.000000	0.000000
ENSMUSG00000017210	Med24	11	-	98595417	98620261	72.324221	17.115719	36.460707
ENSMUSG00000088169	Gm22059	11	-	98601812	98601915	0.446978	0.054333	0.115742
ENSMUSG00000043439	Epop	11	-	97518215	97520528	80.787381	9.820128	20.919296
ENSMUSG00000085586	Gm11613	11	-	97535010	97551193	29.474904	5.167029	11.007048
ENSMUSG00002075001	Gm54799	11	-	97551083	97551153	0.041417	0.005034	0.010725
ENSMUSG00000038437	Mllt6	11	+	97554240	97576289	64.723528	8.085461	17.224027
ENSMUSG00000098881	Mir6927	11	+	97567886	97567956	0.000000	0.000000	0.000000
ENSMUSG00000078695	Cisd3	11	+	97576652	97579447	290.834331	40.337363	85.928539
ENSMUSG00000018537	Pcgf2	11	-	97579649	97591323	56.883722	12.191694	25.971316
ENSMUSG00000069744	Psmb3	11	+	97594225	97604326	901.287611	327.810520	698.317310
ENSMUSG00000018547	Pip4k2b	11	-	97605983	97635530	132.505573	16.596199	35.353999
ENSMUSG00000085145	Gm11614	11	+	97614477	97616537	1.225543	0.148971	0.317345
ENSMUSG00000098919	Mir8102	11	+	97635723	97635861	0.000000	0.000000	0.000000
ENSMUSG00000018541	Cwc25	11	-	97636307	97657382	60.246190	12.169776	25.924627
ENSMUSG00000084168	Atp5l2-ps	11	+	97658886	97659197	35.129902	4.270223	9.096629
ENSMUSG00000018543	1700001P01Rik	11	-	97662307	97666744	3.379808	0.410833	0.875176
ENSMUSG00000071415	Rpl23	11	-	97668353	97673263	6112.104845	1258.854791	2681.671385
ENSMUSG00002075586	Gm54825	11	-	97671008	97671102	11.747368	1.427954	3.041894
ENSMUSG00000064901	Snora21	11	-	97672465	97672601	7.802920	0.948486	2.020509
ENSMUSG00000038366	Lasp1	11	+	97689826	97729590	154.475011	67.130192	143.003877
ENSMUSG00000050538	B230217C12Rik	11	+	97731606	97734925	12.469042	2.074519	4.419238
ENSMUSG00000070336	Fbxo47	11	-	97744652	97774980	11.764448	1.491685	3.177657
ENSMUSG00000086917	Gm11630	11	+	97775355	97784637	0.000000	0.000000	0.000000
ENSMUSG00000017417	Plxdc1	11	-	97814064	97877270	0.552334	0.112699	0.240076
ENSMUSG00002076152	Gm54848	11	-	97832497	97832566	0.000000	0.000000	0.000000
ENSMUSG00000082715	Gm11633	11	+	97859618	97860061	0.000000	0.000000	0.000000
ENSMUSG00000038352	Arl5c	11	-	97880404	97887007	0.770439	0.123576	0.263248
ENSMUSG00000020882	Cacnb1	11	-	97892334	97913860	17.838958	4.848228	10.327922
ENSMUSG00000086716	Gm11629	11	+	97913781	97917571	1.062518	0.129155	0.275131
ENSMUSG00000017404	Rpl19	11	+	97917536	97921318	8059.772031	2423.270452	5162.164117
ENSMUSG00002076889	Gm54878	11	+	97920239	97920318	0.134745	0.016379	0.034891
ENSMUSG00000017400	Stac2	11	-	97927449	97944288	28.535170	3.569814	7.604584
ENSMUSG00000084079	Gm11631	11	+	97954714	97954869	0.000000	0.000000	0.000000
ENSMUSG00000020883	Fbxl20	11	-	97973382	98041229	50.725789	9.732521	20.732671
ENSMUSG00000084896	Gm11632	11	-	97975283	97976250	0.000000	0.000000	0.000000
ENSMUSG00000018160	Med1	11	-	98042980	98084119	63.025137	10.735381	22.869010
ENSMUSG00000085897	Gm11604	11	+	98076192	98076933	0.000000	0.000000	0.000000
ENSMUSG00000003119	Cdk12	11	+	98093885	98169330	19.334427	5.068675	10.797528
ENSMUSG00002075227	Gm54932	11	+	98129444	98129521	0.000000	0.000000	0.000000
ENSMUSG00000093176	Mir5119	11	+	98153432	98153488	0.000000	0.000000	0.000000
ENSMUSG00002074991	Gm54933	11	-	98164086	98164192	0.000000	0.000000	0.000000
ENSMUSG00000093673	Gm20644	11	+	98176208	98178270	0.000000	0.000000	0.000000
ENSMUSG00000019761	Krt10	11	-	99276080	99280190	1.533586	0.188196	0.400904
ENSMUSG00000087692	Gm11940	11	+	99278166	99278723	0.000000	0.000000	0.000000
ENSMUSG00000006777	Krt23	11	-	99368800	99383963	0.000000	0.000000	0.000000
ENSMUSG00000047253	Krtap1-5	11	-	99470802	99471842	1.962536	0.238556	0.508184
ENSMUSG00000086688	Gm11560	11	+	99822988	99823935	124.665315	15.153720	32.281164
ENSMUSG00000044041	Krt13	11	-	100008153	100012392	3.862164	0.517595	1.102606
ENSMUSG00000020911	Krt19	11	-	100031636	100039491	16.212399	2.319576	4.941269
ENSMUSG00000058756	Thra	11	+	98631464	98659832	74.263250	52.128556	111.046690
ENSMUSG00000121096	Gm57390	11	+	98657199	98658572	63.409753	7.707787	16.419488
ENSMUSG00000020889	Nr1d1	11	-	98658758	98666159	115.760961	16.072827	34.239088
ENSMUSG00000052915	Msl1	11	+	98686342	98698685	89.870412	16.884961	35.969134
ENSMUSG00000075576	Gm12359	11	-	98688533	98700913	0.119044	0.106990	0.227915
ENSMUSG00000078676	Casc3	11	+	98695731	98724640	183.503612	25.975572	55.334378
ENSMUSG00000038020	Rapgefl1	11	+	98727611	98744523	11.251565	1.813962	3.864188
ENSMUSG00000038013	Wipf2	11	+	98754464	98795866	9.244417	4.708477	10.030219
ENSMUSG00002075277	Gm55093	11	-	98761222	98761325	0.000000	0.000000	0.000000
ENSMUSG00000017499	Cdc6	11	+	98798627	98814766	72.039674	10.365690	22.081478
ENSMUSG00000037992	Rara	11	+	98818644	98865768	9.020426	8.303952	17.689467
ENSMUSG00000118885	Gm22061	11	+	98837270	98837376	2.850589	0.346504	0.738139
ENSMUSG00000047197	Gjd3	11	-	98873006	98873842	0.000000	0.000000	0.000000
ENSMUSG00000020914	Top2a	11	-	98883769	98915015	1189.489398	303.734857	647.030205
ENSMUSG00002076326	Gm55134	11	+	98890334	98890448	0.000000	0.000000	0.000000
ENSMUSG00000065262	Gm23451	11	-	98907857	98907978	0.069555	0.008455	0.018011
ENSMUSG00000017493	Igfbp4	11	+	98932070	98945218	348.908650	110.066275	234.468329
ENSMUSG00000017607	Tns4	11	-	98956504	98980132	1.092766	0.144341	0.307481
ENSMUSG00000037944	Ccr7	11	-	99035022	99045903	0.712824	0.086647	0.184581
ENSMUSG00000121029	Gm57398	11	+	99046002	99053007	0.694412	0.098171	0.209127
ENSMUSG00000120781	Gm57360	11	-	99058393	99058838	0.000000	0.000000	0.000000
ENSMUSG00000120714	Gm57358	11	+	99061909	99062449	0.000000	0.000000	0.000000
ENSMUSG00000037935	Smarce1	11	-	99099873	99121843	210.659562	59.258709	126.235675
ENSMUSG00000035849	Krt222	11	-	99123587	99134911	0.000000	0.000000	0.000000
ENSMUSG00000091478	Gm10039	11	-	100252542	100252952	22.464720	2.730704	5.817074
ENSMUSG00000001552	Jup	11	-	100259784	100288589	37.585146	9.621977	20.497186
ENSMUSG00000045545	Krt14	11	-	100093988	100098374	5.596132	0.704276	1.500281
ENSMUSG00000084257	Gm11597	11	-	100119671	100122904	0.000000	0.000000	0.000000
ENSMUSG00000082456	Gm11598	11	+	100134099	100134455	14.949580	1.817200	3.871083
ENSMUSG00000053797	Krt16	11	-	100136917	100139728	6.108946	0.742574	1.581866
ENSMUSG00000035557	Krt17	11	-	100147043	100151855	0.644101	0.078294	0.166785
ENSMUSG00000053654	Krt42	11	-	100153708	100160697	0.000000	0.000000	0.000000
ENSMUSG00000086163	Gm14206	11	-	100169532	100182112	0.000000	0.000000	0.000000
ENSMUSG00000087265	Gm12349	11	+	100182497	100184537	0.000000	0.000000	0.000000
ENSMUSG00000035530	Eif1	11	+	100210711	100212922	2010.455015	396.333417	844.287992
ENSMUSG00000017165	Gast	11	+	100225233	100227822	0.000000	0.000000	0.000000
ENSMUSG00000006930	Hap1	11	-	100238153	100246954	13.584543	2.081964	4.435096
ENSMUSG00000092509	Gm20394	11	-	100240522	100241715	1.280085	0.155601	0.331469
ENSMUSG00000006931	P3h4	11	-	100299282	100305662	585.628331	71.307364	151.902283
ENSMUSG00000001555	Fkbp10	11	+	100306523	100315650	631.678764	88.017999	187.500060
ENSMUSG00000017176	Nt5c3b	11	-	100313147	100332634	104.459662	60.610851	129.116072
ENSMUSG00000001558	Klhl10	11	+	100332743	100347848	3.603887	0.635687	1.354169
ENSMUSG00002076313	Gm55321	11	-	100333221	100333301	0.000000	0.000000	0.000000
ENSMUSG00000048732	Klhl11	11	-	100353440	100363567	56.991224	6.927581	14.757457
ENSMUSG00000006784	Odad4	11	+	100436433	100463394	2.226452	0.718502	1.530587
ENSMUSG00000118532	Gm53036	11	+	100450283	100450434	0.000000	0.000000	0.000000
ENSMUSG00000020917	Acly	11	-	100367179	100418826	368.181865	78.516230	167.258948
ENSMUSG00000104854	Mir7116	11	-	100369237	100369306	0.000000	0.000000	0.000000
ENSMUSG00000017747	Ghdc	11	-	100656858	100661783	72.797548	9.692746	20.647941
ENSMUSG00000006782	Cnp	11	+	100465730	100482555	162.073289	33.307385	70.952951
ENSMUSG00000014195	Dnajc7	11	-	100473644	100511014	65.901187	34.752571	74.031552
ENSMUSG00000017837	Nkiras2	11	+	100510070	100518433	53.160637	21.822602	46.487527
ENSMUSG00000014198	Zfp385c	11	-	100518369	100583281	0.165448	0.022547	0.048030
ENSMUSG00000109112	Gm44544	11	-	100530770	100533943	0.000000	0.000000	0.000000
ENSMUSG00000085604	Dhx58os	11	+	100578243	100588346	1.883015	0.228890	0.487593
ENSMUSG00000017830	Dhx58	11	-	100585710	100595097	42.955524	7.173239	15.280769
ENSMUSG00000020918	Kat2a	11	-	100595572	100603291	135.945977	18.886411	40.232716
ENSMUSG00000017832	Hspb9	11	+	100604676	100605401	0.000000	0.000000	0.000000
ENSMUSG00000019173	Rab5c	11	-	100605835	100629041	1024.539293	143.067742	304.769599
ENSMUSG00000020919	Stat5b	11	-	100671557	100741550	149.437892	20.115336	42.850631
ENSMUSG00000004043	Stat5a	11	+	100750177	100775995	55.539092	15.378801	32.760642
ENSMUSG00000004040	Stat3	11	-	100775924	100830366	98.015816	27.048353	57.619666
ENSMUSG00000004044	Cavin1	11	-	100847559	100861713	557.971085	176.292664	375.546884
ENSMUSG00000120984	Gm57383	11	+	100860694	100863199	5.099807	0.619908	1.320557
ENSMUSG00000052373	Mpp3	11	-	101890478	101919287	0.637456	0.204882	0.436449
ENSMUSG00000017314	Mpp2	11	-	101947841	101979341	48.748334	7.716788	16.438663
ENSMUSG00000082045	Gm11585	11	+	102014898	102015466	34.536347	4.198073	8.942932
ENSMUSG00000020921	Tmem101	11	-	102043372	102047230	144.228106	22.830849	48.635342
ENSMUSG00000020922	Lsm12	11	-	102053323	102076122	298.301225	38.481616	81.975339
ENSMUSG00000034793	G6pc3	11	+	102080446	102084907	154.146463	28.677571	61.090303
ENSMUSG00000008855	Hdac5	11	-	102085258	102120992	97.583821	31.001486	66.040816
ENSMUSG00000098863	Mir8101	11	-	102120866	102120976	0.013669	0.001662	0.003539
ENSMUSG00000034773	Hrob	11	+	102139708	102156013	56.144140	8.110871	17.278157
ENSMUSG00000034768	Asb16	11	+	102159569	102170288	0.000000	0.000000	0.000000
ENSMUSG00000019302	Atp6v0a1	11	+	100900278	100954545	47.209627	13.694742	29.173181
ENSMUSG00000121184	Gm57395	11	+	100912248	100914068	0.285008	0.034644	0.073801
ENSMUSG00000098415	Mir6928	11	+	100921166	100921235	0.000000	0.000000	0.000000
ENSMUSG00000001751	Naglu	11	+	100960838	100968498	139.739446	19.332429	41.182844
ENSMUSG00000019301	Hsd17b1	11	+	100969237	100971353	0.259913	0.031594	0.067303
ENSMUSG00000001755	Coasy	11	+	100973391	100977445	88.154173	14.136143	30.113473
ENSMUSG00000017801	Mlx	11	+	100978103	100983033	139.141655	18.248481	38.873768
ENSMUSG00000019303	Psmc3ip	11	-	100982649	100986262	137.348929	26.402980	56.244864
ENSMUSG00000017802	Retreg3	11	-	100987148	101010719	299.951258	41.331088	88.045418
ENSMUSG00000035198	Tubg1	11	+	101010764	101017245	639.497077	97.770506	208.275306
ENSMUSG00002074941	Gm55579	11	-	101031280	101031335	0.000000	0.000000	0.000000
ENSMUSG00000045007	Tubg2	11	+	101046733	101052613	8.188664	0.995375	2.120394
ENSMUSG00000035172	Plekhh3	11	-	101053505	101062177	54.813532	8.096942	17.248484
ENSMUSG00000017167	Cntnap1	11	+	101061349	101081550	5.055659	0.819012	1.744699
ENSMUSG00000044052	Ccr10	11	-	101063823	101066269	0.590962	0.071835	0.153025
ENSMUSG00000006920	Ezh1	11	-	101081941	101117289	57.106642	12.468517	26.561019
ENSMUSG00000001240	Ramp2	11	+	101136854	101150372	2.972529	1.064622	2.267907
ENSMUSG00000078656	Vps25	11	+	101144533	101150375	353.222303	64.461734	137.319403
ENSMUSG00000035112	Wnk4	11	+	101151393	101168235	9.128030	1.225572	2.610771
ENSMUSG00000085083	Gm11615	11	-	101155588	101157129	0.000000	0.000000	0.000000
ENSMUSG00000017188	Coa3	11	-	101168794	101169940	719.437394	87.512850	186.423969
ENSMUSG00000078653	Cntd1	11	+	101169838	101187143	2.116212	0.927853	1.976556
ENSMUSG00000035086	Becn1	11	-	101176778	101193112	98.034685	23.835211	50.774881
ENSMUSG00000084152	Gm11617	11	+	101197568	101198206	0.000000	0.000000	0.000000
ENSMUSG00000078652	Psme3	11	+	101207039	101214363	363.255827	50.719325	108.044680
ENSMUSG00000078651	Aoc2	11	+	101215889	101220528	4.292199	0.521739	1.111433
ENSMUSG00000019326	Aoc3	11	+	101221431	101232764	3.089833	0.394719	0.840849
ENSMUSG00000101925	Gm28156	11	-	101230486	101238765	0.000000	0.000000	0.000000
ENSMUSG00000083991	Gm11618	11	+	101243062	101243965	0.000000	0.000000	0.000000
ENSMUSG00000082478	Gm11619	11	-	101244135	101244371	0.000000	0.000000	0.000000
ENSMUSG00002075388	Gm55747	11	-	101244168	101244263	0.000000	0.000000	0.000000
ENSMUSG00000118571	Gm52986	11	+	101257539	101257689	0.000000	0.000000	0.000000
ENSMUSG00000078650	G6pc	11	+	101258387	101268729	0.000000	0.000000	0.000000
ENSMUSG00000064759	Gm25475	11	-	101288415	101288594	0.000000	0.000000	0.000000
ENSMUSG00000097239	Gm27029	11	-	101297490	101315622	36.556019	4.867330	10.368614
ENSMUSG00000075528	Aarsd1	11	-	101297665	101308441	181.443792	44.799607	95.434219
ENSMUSG00000097487	Ptges3l	11	-	101309638	101316159	31.694106	10.845432	23.103447
ENSMUSG00000098600	Mir6929	11	-	101310013	101310079	0.000000	0.000000	0.000000
ENSMUSG00000035007	Rundc1	11	+	101315911	101326499	57.412127	6.978744	14.866447
ENSMUSG00000063316	Rpl27	11	+	101333124	101336355	2739.273438	1285.734582	2738.931974
ENSMUSG00000010358	Ifi35	11	+	101339233	101349524	199.104083	31.086153	66.221178
ENSMUSG00000086347	Gm11626	11	-	101347402	101348216	0.000000	0.000000	0.000000
ENSMUSG00000034993	Vat1	11	-	101349571	101357056	967.083311	117.554027	250.419089
ENSMUSG00000001313	Rnd2	11	+	101355825	101362679	106.426542	23.157986	49.332225
ENSMUSG00000080839	Gm11625	11	+	101367052	101367347	0.000000	0.000000	0.000000
ENSMUSG00000017146	Brca1	11	-	101379590	101442781	83.296589	13.576004	28.920239
ENSMUSG00000017119	Nbr1	11	+	101442975	101472777	158.714144	37.044795	78.914555
ENSMUSG00000034947	Tmem106a	11	+	101473068	101482614	62.458208	11.190920	23.839422
ENSMUSG00000085486	Ccdc200	11	-	101484569	101490082	0.000000	0.000000	0.000000
ENSMUSG00000118859	Gm26316	11	+	101495676	101495866	0.000000	0.000000	0.000000
ENSMUSG00000086617	Gm11635	11	+	101501440	101506782	0.000000	0.000000	0.000000
ENSMUSG00000010362	Rdm1	11	+	101518021	101526926	158.001517	26.990431	57.496278
ENSMUSG00000119776	Gm23849	11	+	101518192	101518382	3.345897	0.406711	0.866395
ENSMUSG00000118718	Gm24950	11	+	101532574	101532764	2.332798	0.283564	0.604061
ENSMUSG00000119892	Gm23971	11	-	101536566	101536756	1.701924	0.206878	0.440701
ENSMUSG00000118837	Rnu2-10	11	+	101549064	101549254	1.701900	0.206875	0.440694
ENSMUSG00000034936	Arl4d	11	+	101556367	101558658	57.340817	6.970076	14.847982
ENSMUSG00000034931	Dhx8	11	+	101623745	101658184	80.387068	11.414759	24.316255
ENSMUSG00000017724	Etv4	11	-	101660568	101676197	48.553238	9.127445	19.443710
ENSMUSG00000001493	Meox1	11	-	101768336	101785200	6.858648	0.833704	1.775996
ENSMUSG00000085594	Gm11551	11	+	101777063	101782032	0.000000	0.000000	0.000000
ENSMUSG00000082171	Rpl27-ps2	11	+	101830327	101830725	79.218946	9.629477	20.513162
ENSMUSG00000071818	4930417O22Rik	11	+	101843247	101851399	0.000000	0.000000	0.000000
ENSMUSG00000001494	Sost	11	-	101853284	101857841	0.000000	0.000000	0.000000
ENSMUSG00000093467	Gm20659	11	+	101861969	101862685	0.068944	0.008381	0.017853
ENSMUSG00000003518	Dusp3	11	-	101861969	101877839	71.813065	11.873888	25.294311
ENSMUSG00000010841	Cfap97d1	11	+	101875105	101883090	0.000000	0.000000	0.000000
ENSMUSG00000034757	Tmub2	11	+	102175757	102180063	105.157162	22.974086	48.940474
ENSMUSG00000059995	Atxn7l3	11	-	102180126	102187457	132.942336	18.168454	38.703291
ENSMUSG00000020923	Ubtf	11	-	102195386	102210568	141.079903	40.919215	87.168028
ENSMUSG00000120603	C030013E06Rik	11	-	102210585	102211099	0.000000	0.000000	0.000000
ENSMUSG00000006574	Slc4a1	11	-	102239650	102257029	0.000000	0.000000	0.000000
ENSMUSG00000087330	Bloodlinc	11	-	102266375	102267846	0.000000	0.000000	0.000000
ENSMUSG00000006575	Rundc3a	11	+	102284229	102293381	4.541652	0.983564	2.095234
ENSMUSG00000018677	Slc25a39	11	-	102293811	102298772	579.296908	129.454438	275.769902
ENSMUSG00000098774	Mir6930	11	-	102295746	102295813	2.617647	0.318189	0.677820
ENSMUSG00000120765	Gm57400	11	-	102298834	102299297	1.006466	0.122341	0.260617
ENSMUSG00000034708	Grn	11	+	102321141	102327874	596.912696	110.842401	236.121669
ENSMUSG00000034685	Fam171a2	11	-	102327807	102338508	131.808052	16.029294	34.146352
ENSMUSG00000034664	Itga2b	11	-	102344123	102360948	28.303630	9.858564	21.001174
ENSMUSG00002076051	Gm56028	11	-	102349550	102349800	0.000000	0.000000	0.000000
ENSMUSG00000034621	Gpatch8	11	-	102366741	102447218	15.051727	7.791405	16.597615
ENSMUSG00000082487	Gm11628	11	-	102383265	102383435	8.140351	0.989502	2.107884
ENSMUSG00000081677	Mdk-ps1	11	+	102436528	102436848	0.000000	0.000000	0.000000
ENSMUSG00000065657	Gm25337	11	-	102440022	102440125	0.000000	0.000000	0.000000
ENSMUSG00000078640	Gm11627	11	-	102467224	102470287	8.595690	1.502844	3.201429
ENSMUSG00000050288	Fzd2	11	+	102495222	102498884	252.472017	30.689292	65.375766
ENSMUSG00000086105	Gm11636	11	-	102505718	102507372	0.000000	0.000000	0.000000
ENSMUSG00000086283	2810433D01Rik	11	-	102510622	102515242	0.461411	0.064674	0.137772
ENSMUSG00000051455	Meioc	11	+	102554542	102573063	0.000000	0.000000	0.000000
ENSMUSG00000020925	Ccdc43	11	-	102575512	102588608	149.858130	27.254306	58.058398
ENSMUSG00000020926	Adam11	11	+	102652265	102671088	1.313636	0.177425	0.377959
ENSMUSG00000034520	Gjc1	11	-	102690405	102710526	95.378175	29.913912	63.724015
ENSMUSG00000120826	Gm57409	11	-	103022147	103023712	4.579821	0.556701	1.185911
ENSMUSG00000043372	Hexim2	11	+	103023255	103030702	11.724101	2.171337	4.625484
ENSMUSG00000055805	Fmnl1	11	+	103061933	103089727	0.000000	0.000000	0.000000
ENSMUSG00000092371	Gm20511	11	-	103081536	103083722	0.000000	0.000000	0.000000
ENSMUSG00000020940	Efcab15	11	-	103089770	103099384	1.080579	0.159066	0.338850
ENSMUSG00000044787	Spata32	11	-	103098953	103109258	0.000000	0.000000	0.000000
ENSMUSG00000020941	Map3k14	11	-	103110588	103158298	22.724580	4.276982	9.111028
ENSMUSG00000078635	1700028N14Rik	11	-	103155686	103158571	0.000000	0.000000	0.000000
ENSMUSG00000034255	Arhgap27	11	-	103222323	103254518	0.000000	0.000000	0.000000
ENSMUSG00000085887	Arhgap27os3	11	+	103235579	103240950	0.000000	0.000000	0.000000
ENSMUSG00000085360	Arhgap27os2	11	+	103246527	103251918	0.366906	0.044599	0.095008
ENSMUSG00000085733	Arhgap27os1	11	+	103254039	103255477	0.000000	0.000000	0.000000
ENSMUSG00000034247	Plekhm1	11	-	103255101	103303513	33.640751	4.089209	8.711024
ENSMUSG00000110636	Gm39397	11	+	103303614	103312888	0.000000	0.000000	0.000000
ENSMUSG00000078632	Lrrc37a	11	-	103341535	103395423	0.000000	0.000000	0.000000
ENSMUSG00000034239	Gm884	11	-	103425403	103511966	0.000000	0.000000	0.000000
ENSMUSG00000081676	Gm11643	11	-	103491068	103491931	0.000000	0.000000	0.000000
ENSMUSG00000020946	Gosr2	11	-	103567675	103588724	196.467820	27.143311	57.821952
ENSMUSG00000085154	C130046K22Rik	11	+	103588542	103614774	2.396168	0.518372	1.104261
ENSMUSG00000034187	Nsf	11	-	103712608	103844882	45.441888	12.367841	26.346554
ENSMUSG00000092540	Gm8738	11	-	103770741	103771069	0.000000	0.000000	0.000000
ENSMUSG00000020929	Eftud2	11	-	102729299	102771811	237.143360	73.574665	156.732195
ENSMUSG00000020930	Ccdc103	11	+	102772030	102776042	4.197884	0.523856	1.115943
ENSMUSG00000075510	Fam187a	11	+	102775995	102777557	0.000000	0.000000	0.000000
ENSMUSG00000020932	Gfap	11	-	102778162	102791738	0.269531	0.163725	0.348775
ENSMUSG00000051378	Kif18b	11	-	102796355	102815950	188.364781	26.328960	56.087183
ENSMUSG00000045532	C1ql1	11	-	102830090	102837514	10.202308	1.240144	2.641812
ENSMUSG00000085338	2410004I01Rik	11	-	102849126	102855213	0.000000	0.000000	0.000000
ENSMUSG00000020935	Dcakd	11	-	102884873	102919159	235.599835	42.189802	89.874690
ENSMUSG00000098613	Mir6931	11	-	102890674	102890747	0.000000	0.000000	0.000000
ENSMUSG00000020936	Nmt1	11	+	102919016	102959738	300.140305	37.871876	80.676443
ENSMUSG00000020937	Plcd3	11	-	102961130	102992484	17.564825	15.565624	33.158621
ENSMUSG00000056938	Acbd4	11	+	102992508	103005229	64.296405	23.255960	49.540933
ENSMUSG00000120351	Gm57337	11	-	103004376	103006277	0.258922	0.031473	0.067046
ENSMUSG00000048878	Hexim1	11	+	103007057	103010551	75.449499	9.171281	19.537091
ENSMUSG00000062421	Arf2	11	+	103857565	103876163	193.569159	69.622243	148.312559
ENSMUSG00000018634	Crhr1	11	+	104023681	104066349	0.133333	0.016207	0.034526
ENSMUSG00000018411	Mapt	11	+	104122216	104222916	0.345275	0.236049	0.502843
ENSMUSG00000085134	Gm11659	11	-	104141728	104150187	0.000000	0.000000	0.000000
ENSMUSG00000065379	Gm22743	11	-	104141838	104141970	0.000000	0.000000	0.000000
ENSMUSG00002075610	Gm56150	11	-	104141904	104141974	0.000000	0.000000	0.000000
ENSMUSG00000018412	Kansl1	11	-	104224055	104359687	54.156104	8.851592	18.856075
ENSMUSG00002076008	Gm56155	11	-	104315982	104316126	0.006527	0.000793	0.001690
ENSMUSG00000121072	Gm57388	11	+	104333279	104334043	0.000000	0.000000	0.000000
ENSMUSG00000020689	Itgb3	11	+	104498826	104561302	10.791894	1.410242	3.004164
ENSMUSG00000020687	Cdc27	11	-	104393571	104441446	141.820263	22.618864	48.183763
ENSMUSG00000061086	Myl4	11	+	104441489	104486579	0.520265	0.367961	0.783848
ENSMUSG00000086222	Gm11665	11	-	104447615	104448603	0.000000	0.000000	0.000000
ENSMUSG00000086932	Gm22000	11	-	104448748	104456487	0.000000	0.000000	0.000000
ENSMUSG00000081588	Gm11661	11	-	104456226	104457552	0.000000	0.000000	0.000000
